code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,topiclouvain,GTcore
US9246944B1,560,Systems and methods for enforcing data loss prevention policies on mobile devices ,2016-01-26,"['US9330273B2', 'US9401925B1', 'EP3411825B1', 'JP6182589B2', 'JP6314267B2', 'US9529990B2', 'US8904503B2', 'US9300693B1', 'US9571509B1', 'JP6335315B2', 'US9852289B1', 'US9800606B1', 'US8966287B2', 'US10140370B1', 'JP6336675B2', 'US8612594B1', 'US10331879B1', 'US9077541B2', 'US8688601B2', 'US20200137097A1', 'US9336384B2', 'US20150081644A1', 'US9998480B1', 'US8544060B1', 'US9141790B2']","
A computer-implemented method for enforcing data loss prevention policies on mobile devices may include (1) identifying a mobile device that connected to a network and that may include sensitive data and that is in a predetermined state that is designated for transferring data for data loss prevention analysis, (2) requesting, from a data loss prevention policy database via the network, a data loss prevention policy category for the sensitive data based on an analysis the sensitive data, (3) receiving the data loss prevention policy category, tagging, based on the data loss prevention policy category, the sensitive data on the mobile device with a data loss prevention policy tag and (4) enforcing on the mobile device, based on the data loss prevention policy tag, a data loss prevention rule for the data loss prevention category of the sensitive data. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2016,"
a computer-implemented method for enforcing data loss prevention policies on mobile devices may include (1) identifying a mobile device that connected to a network and that may include sensitive data and that is in a predetermined state that is designated for transferring data for data loss prevention analysis (2) requesting from a data loss prevention policy database via the network a data loss prevention policy category for the sensitive data based on an analysis the sensitive data (3) receiving the data loss prevention policy category tagging based on the data loss prevention policy category the sensitive data on the mobile device with a data loss prevention policy tag and (4) enforcing on the mobile device based on the data loss prevention policy tag a data loss prevention rule for the data loss prevention category of the sensitive data various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,3.0,9.0
US9407664B1,562,Systems and methods for enforcing enterprise data access control policies in cloud computing environments ,2016-08-02,"['US9171154B2', 'JP6689992B2', 'US9100440B1', 'EP3430559B1', 'US9401925B1', 'US9935971B2', 'US9781143B1', 'EP3374922B1', 'US9948663B1', 'US9529990B2', 'EP3087531B1', 'US9300693B1', 'US9571509B1', 'US9246948B2', 'US9729579B1', 'US9852289B1', 'JP6166839B2', 'US9342705B1', 'CA2895265C', 'US10623418B2', 'US9223966B1', 'US8756432B1', 'US10073864B1', 'JP6122555B2', 'JP6101408B2']","
A computer-implemented method for enforcing enterprise data access control policies in cloud computing environments may include (1) intercepting, at a proxy, an attempt to configure a computing instance on a cloud computing platform with a permission that would provide the computing instance with access to secured data on the cloud computing platform, (2) identifying a user within an enterprise that initiated the attempt to configure the computing instance with the permission, (3) determining, based on a data access control policy for the enterprise, that the user is not entitled to access the secured data, and (4) blocking the attempt to configure the computing instance with the permission based on determining that the user is not entitled to access the secured data. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2016,"
a computer-implemented method for enforcing enterprise data access control policies in cloud computing environments may include (1) intercepting at a proxy an attempt to configure a computing instance on a cloud computing platform with a permission that would provide the computing instance with access to secured data on the cloud computing platform (2) identifying a user within an enterprise that initiated the attempt to configure the computing instance with the permission (3) determining based on a data access control policy for the enterprise that the user is not entitled to access the secured data and (4) blocking the attempt to configure the computing instance with the permission based on determining that the user is not entitled to access the secured data various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,8.0,9.0
CN108701188A,618,In response to detecting the potential system and method for extorting software for modification file backup ,2018-10-23,"['US9043922B1', 'US8739284B1', 'US9246944B1', 'US9330273B2', 'US9401925B1', 'US9781143B1', 'JP6314267B2', 'US9948663B1', 'US9529990B2', 'US9679160B1', 'US9300693B1', 'US9571509B1', 'CN105874464B', 'US9729579B1', 'US9852289B1', 'US9160766B2', 'US9166997B1', 'US9946877B2', 'CN106133741B', 'US9223966B1', 'CN106257481B', 'US9736178B1', 'US9998480B1', 'US10073864B1', 'US9141790B2']","
The invention discloses a kind of in response to detecting the potential computer implemented method for extorting software for modification file backup, the method may include that (1) detects the exception for potentially indicating to extort software on computing device during file backup process, (2) in response to detecting that the exception of software is extorted in potentially instruction, backup copies are stored in the position detached with other backup copies, (3) confirm and extort software on the abnormal instruction computing device, (4) backup policy is adjusted in response to the confirmation for extorting software on the abnormal instruction computing device, and (5) manage the backup copies based on the adjusted backup policy.The invention also discloses various other methods, system and computer-readable mediums.
",H04,2018,"
the invention discloses a kind of in response to detecting the potential computer implemented method for extorting software for modification file backup the method may include that (1) detects the exception for potentially indicating to extort software on computing device during file backup process (2) in response to detecting that the exception of software is extorted in potentially instruction backup copies are stored in the position detached with other backup copies (3) confirm and extort software on the abnormal instruction computing device (4) backup policy is adjusted in response to the confirmation for extorting software on the abnormal instruction computing device and (5) manage the backup copies based on the adjusted backup policythe invention also discloses various other methods system and computer-readable mediums
",4,H04_4,2,10.0,49.0,9.0
US9401925B1,619,Systems and methods for detecting security threats based on user profiles ,2016-07-26,"['US9171154B2', 'US8495747B1', 'US9330273B2', 'US8806641B1', 'EP3411825B1', 'US9888032B2', 'JP6314267B2', 'EP3374922B1', 'US10623435B2', 'US9948663B1', 'US9529990B2', 'EP3087531B1', 'JP2018501591A', 'US10270769B2', 'US9852289B1', 'US9116768B1', 'US10257220B2', 'US9223966B1', 'US9148441B1', 'US9736178B1', 'US9998480B1', 'EP2316092B1', 'US9846776B1', 'US10230750B2', 'US9256739B1']","
A computer-implemented method for detecting security threats based on user profiles may include 1) identifying behavior on a computing system that is potentially indicative of a security threat, 2) identifying a user profile for a user of the computing system that estimates a level of the user's technical sophistication, 3) comparing the identified behavior with the estimated level of the user's technical sophistication, and 4) determining whether the identified behavior indicates a security threat based at least in part on the comparison of the identified behavior with the estimated level of the user's technical sophistication. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2016,"
a computer-implemented method for detecting security threats based on user profiles may include 1) identifying behavior on a computing system that is potentially indicative of a security threat 2) identifying a user profile for a user of the computing system that estimates a level of the user's technical sophistication 3) comparing the identified behavior with the estimated level of the user's technical sophistication and 4) determining whether the identified behavior indicates a security threat based at least in part on the comparison of the identified behavior with the estimated level of the user's technical sophistication various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US9100440B1,1198,Systems and methods for applying data loss prevention policies to closed-storage portable devices ,2015-08-04,"['US9245123B1', 'US8806625B1', 'JP6689992B2', 'US8943546B1', 'US8726392B1', 'CA2989160C', 'CA2527526C', 'US9838405B1', 'US9529990B2', 'US9300693B1', 'US9852289B1', 'US9800606B1', 'JP6166839B2', 'AU2013371346B2', 'US9166997B1', 'US9223966B1', 'US9148441B1', 'US9418222B1', 'CA2964301C', 'JP6205062B2', 'US9998480B1', 'US9141790B2', 'JP6122555B2', 'US9256739B1', 'US20190199732A1']","
A computer-implemented method for applying data loss prevention policies to closed-storage portable devices may include (1) injecting a data loss prevention component into at least one application process that is running on a computing device, (2) intercepting, via the data loss prevention component, an attempt by the application process to transfer a file to a closed-storage portable device that is connected to the computing device, (3) identifying a data loss prevention policy that applies to the attempt by the application process to transfer the file, (4) determining that the attempt by the application process to transfer the file violates the data loss prevention policy, and (5) performing a security action in response to determining that the attempt by the application process to transfer the file violates the data loss prevention policy. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2015,"
a computer-implemented method for applying data loss prevention policies to closed-storage portable devices may include (1) injecting a data loss prevention component into at least one application process that is running on a computing device (2) intercepting via the data loss prevention component an attempt by the application process to transfer a file to a closed-storage portable device that is connected to the computing device (3) identifying a data loss prevention policy that applies to the attempt by the application process to transfer the file (4) determining that the attempt by the application process to transfer the file violates the data loss prevention policy and (5) performing a security action in response to determining that the attempt by the application process to transfer the file violates the data loss prevention policy various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,8.0,9.0
US9485272B1,2760,Systems and methods for estimating confidence scores of unverified signatures ,2016-11-01,"['JP6689992B2', 'EP3374922B1', 'US9948663B1', 'US9529990B2', 'JP6560368B2', 'US8561193B1', 'JP6335315B2', 'US9729579B1', 'US9852289B1', 'US9800606B1', 'US9298724B1', 'US9166997B1', 'US9116768B1', 'US10331879B1', 'US9223966B1', 'US9336384B2', 'US8225406B1', 'US9736178B1', 'JP6205062B2', 'US8756432B1', 'US9998480B1', 'US9846772B1', 'JP6122555B2', 'US9256739B1', 'JP6101408B2']","
The disclosed computer-implemented method for estimating confidence scores of unverified signatures may include (1) detecting a potentially malicious event that triggers a malware signature whose confidence score is above a certain threshold, (2) detecting another event that triggers another signature whose confidence score is unknown, (3) determining that the potentially malicious event and the other event occurred within a certain time period of one another, and then (4) assigning, to the other signature, a confidence score based at least in part on the potentially malicious event and the other event occurring within the certain time period of one another. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2016,"
the disclosed computer-implemented method for estimating confidence scores of unverified signatures may include (1) detecting a potentially malicious event that triggers a malware signature whose confidence score is above a certain threshold (2) detecting another event that triggers another signature whose confidence score is unknown (3) determining that the potentially malicious event and the other event occurred within a certain time period of one another and then (4) assigning to the other signature a confidence score based at least in part on the potentially malicious event and the other event occurring within the certain time period of one another various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,8.0,9.0
US10546123B1,3167,Systems and methods for identifying malicious computer files ,2020-01-28,"['US8739284B1', 'JP6689992B2', 'US8627469B1', 'US9246944B1', 'US9401925B1', 'EP3374922B1', 'US9948663B1', 'US9529990B2', 'US9171156B1', 'EP3087531B1', 'US9300693B1', 'JP6335315B2', 'US9160766B2', 'US9800606B1', 'US9116768B1', 'US8943587B2', 'US9223966B1', 'US9148441B1', 'US9336384B2', 'US9736178B1', 'US8756432B1', 'US9998480B1', 'US9514309B1', 'US10073864B1', 'US8806641B1']","
A computer-implemented method for identifying malicious computer files may include (i) receiving, by a computing device, a set of files from a set of client devices, (ii) performing, by the computing device, a machine learning classification of file attributes on the set of files, (iii) determining, based on the machine learning classification, a node pattern of a suspicious file in the set of files, (iv) calculating, by hashing the node pattern, a file prevalence score of the suspicious file, and (v) performing, by the computing device, a security action based on the file prevalence score of the suspicious file. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2020,"
a computer-implemented method for identifying malicious computer files may include (i) receiving by a computing device a set of files from a set of client devices (ii) performing by the computing device a machine learning classification of file attributes on the set of files (iii) determining based on the machine learning classification a node pattern of a suspicious file in the set of files (iv) calculating by hashing the node pattern a file prevalence score of the suspicious file and (v) performing by the computing device a security action based on the file prevalence score of the suspicious file various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US10326772B2,4232,Systems and methods for anonymizing log entries ,2019-06-18,"['US9148441B1', 'US9998480B1', 'US9838405B1', 'US9846772B1', 'US10073864B1', 'US8281399B1', 'US9300693B1', 'US9888032B2', 'US10140370B1', 'US9160766B2', 'US9729579B1', 'US8806625B1', 'US9166997B1', 'JP2017142821A', 'JP6689992B2', 'US9230099B1', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'US9800606B1', 'US9529990B2', 'EP3207487B1', 'EP3087531B1', 'US9736178B1']","
The disclosed computer-implemented method for anonymizing log entries may include (1) detecting a data pattern in a group of log entries documenting events performed by at least one process executing on at least one device, (2) identifying, in the data pattern, at least one data field in the log entries that contains variable data, (3) evaluating the data field containing variable data to determine whether the data field contains sensitive data, and (4) in response to determining whether the data field contains sensitive data, applying a data-anonymization policy to the data field to anonymize the log entries. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2019,"
the disclosed computer-implemented method for anonymizing log entries may include (1) detecting a data pattern in a group of log entries documenting events performed by at least one process executing on at least one device (2) identifying in the data pattern at least one data field in the log entries that contains variable data (3) evaluating the data field containing variable data to determine whether the data field contains sensitive data and (4) in response to determining whether the data field contains sensitive data applying a data-anonymization policy to the data field to anonymize the log entries various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,0.0,9.0
US9659176B1,4812,Systems and methods for generating repair scripts that facilitate remediation of malware side-effects ,2017-05-23,"['US9100426B1', 'US9148441B1', 'US9998480B1', 'US10073864B1', 'US9948663B1', 'US9300693B1', 'US9438560B2', 'US9729579B1', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'JP6335315B2', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'US9582669B1', 'US9800606B1', 'US9529990B2', 'US8756432B1', 'US8561193B1', 'JP6122555B2', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for generating repair scripts that facilitate remediation of malware side-effects may include (1) identifying a potentially malicious file located on a computing system, (2) determining at least one potential side-effect of the potentially malicious file, (3) generating, based at least in part on the potential side-effect of the potentially malicious file, a repair script that facilitates remediation of the potential side-effect, and then (4) remedying the potential side-effect by directing the computing system to execute the repair script. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2017,"
the disclosed computer-implemented method for generating repair scripts that facilitate remediation of malware side-effects may include (1) identifying a potentially malicious file located on a computing system (2) determining at least one potential side-effect of the potentially malicious file (3) generating based at least in part on the potential side-effect of the potentially malicious file a repair script that facilitates remediation of the potential side-effect and then (4) remedying the potential side-effect by directing the computing system to execute the repair script various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US9398042B1,5994,Systems and methods for capturing input from users to prevent data loss ,2016-07-19,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9800560B1', 'US9998480B1', 'US9838405B1', 'US9330273B2', 'US10073864B1', 'US9300693B1', 'US9729579B1', 'US8806625B1', 'US9245123B1', 'US9166997B1', 'EP3039609B1', 'JP6689992B2', 'JP6335315B2', 'US9223966B1', 'US9336384B2', 'US9852289B1', 'EP3374922B1', 'EP3241331B1', 'US9800606B1', 'JP6101408B2', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for capturing input from users to prevent data loss may include (1) intercepting, as part of a data-loss-prevention application, user input intended for a data-processing application that would, if received by the data-processing application, cause the data-processing application to perform an operation on data that may violate a data-loss-prevention policy, (2) upon intercepting the user input, causing the data-processing application to perform an alternative operation on the data that makes the data accessible to the data-loss-prevention application, (3) scanning, while the data-processing application is prevented from performing the operation, the data for compliance with the data-loss-prevention policy, (4) determining, based on a result of the scanning, that the data complies with the data-loss-prevention policy, and (5) causing, in response to determining that the data complies with the data-loss-prevention policy, the data-processing application to perform the operation. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2016,"
the disclosed computer-implemented method for capturing input from users to prevent data loss may include (1) intercepting as part of a data-loss-prevention application user input intended for a data-processing application that would if received by the data-processing application cause the data-processing application to perform an operation on data that may violate a data-loss-prevention policy (2) upon intercepting the user input causing the data-processing application to perform an alternative operation on the data that makes the data accessible to the data-loss-prevention application (3) scanning while the data-processing application is prevented from performing the operation the data for compliance with the data-loss-prevention policy (4) determining based on a result of the scanning that the data complies with the data-loss-prevention policy and (5) causing in response to determining that the data complies with the data-loss-prevention policy the data-processing application to perform the operation various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,0.0,9.0
US10803188B1,7214,Systems and methods for preventing sensitive data sharing ,2020-10-13,"['US9246944B1', 'US9116768B1', 'US9998480B1', 'US9838405B1', 'JP6560368B2', 'CA2964301C', 'US9846772B1', 'US10073864B1', 'US9300693B1', 'US9729579B1', 'US9166997B1', 'JP2017507414A', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US9294284B1', 'US9852289B1', 'EP2316092B1', 'US8281410B1', 'US9529990B2', 'JP6101408B2', 'US10331879B1', 'US9043922B1', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for preventing sensitive data sharing may include a computing device determining that a content item is to be shared with an application. The content idem may be intercepted before the content item is shared with the application. The data of the content item may be analyzed. In response to analyzing the data of the content item, a security action may be performed to protect the computing device from computer malware or prevent sharing of sensitive data of the computing device. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2020,"
the disclosed computer-implemented method for preventing sensitive data sharing may include a computing device determining that a content item is to be shared with an application the content idem may be intercepted before the content item is shared with the application the data of the content item may be analyzed in response to analyzing the data of the content item a security action may be performed to protect the computing device from computer malware or prevent sharing of sensitive data of the computing device various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US10262135B1,7574,Systems and methods for detecting and addressing suspicious file restore activities ,2019-04-16,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US9418222B1', 'US9846772B1', 'US10073864B1', 'US9300693B1', 'US9407664B1', 'US9166997B1', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'US9800606B1', 'EP2316092B1', 'US9639693B2', 'US9781143B1', 'US9529990B2', 'AU2015374078B2', 'EP3207487B1', 'EP3087531B1', 'US9736178B1']","
The disclosed computer-implemented method for detecting and addressing suspicious file restore activities may include (i) detecting a restore activity during which files are restored to a client device from a previously stored backup of the files, (ii) determining that a total number of the files restored during the restore activity exceeds a threshold number, and (iii) performing, based on the total number of the files exceeding the threshold number, a security action to protect the client device from a malicious threat associated with the restore activity. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for detecting and addressing suspicious file restore activities may include (i) detecting a restore activity during which files are restored to a client device from a previously stored backup of the files (ii) determining that a total number of the files restored during the restore activity exceeds a threshold number and (iii) performing based on the total number of the files exceeding the threshold number a security action to protect the client device from a malicious threat associated with the restore activity various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,8.0,9.0
US10437994B1,7756,Systems and methods for determining the reputations of unknown files ,2019-10-08,"['US8627469B1', 'US9116768B1', 'JP5978383B2', 'US9998480B1', 'US9838405B1', 'CA2964301C', 'US10073864B1', 'US9300693B1', 'CA2989160C', 'US9160766B2', 'US9729579B1', 'US9171154B2', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9852289B1', 'EP3374922B1', 'US9800606B1', 'US9529990B2', 'EP3567504B1', 'US8756432B1', 'JP6166839B2', 'US10331879B1', 'US9736178B1']","
The disclosed computer-implemented method for determining the reputations of unknown files may include (1) identifying a file that was downloaded by the computing device from an external file host, (2) creating a node that represents the file in a dynamic file relationship graph, (3) connecting the node in the dynamic file relationship graph with at least one other node that represents an attribute of the external file host, and (4) labeling the node with a reputation score calculated based at least in part on a reputation score of the at least one other node that represents the attribute of the external file host. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for determining the reputations of unknown files may include (1) identifying a file that was downloaded by the computing device from an external file host (2) creating a node that represents the file in a dynamic file relationship graph (3) connecting the node in the dynamic file relationship graph with at least one other node that represents an attribute of the external file host and (4) labeling the node with a reputation score calculated based at least in part on a reputation score of the at least one other node that represents the attribute of the external file host various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US10162962B1,8155,Systems and methods for detecting credential theft ,2018-12-25,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US9838405B1', 'US9846772B1', 'US9160766B2', 'US9407664B1', 'US8806625B1', 'US9166997B1', 'US9680849B2', 'US9794270B2', 'US9154466B2', 'US8739284B1', 'US9852289B1', 'US9256739B1', 'EP3241331B1', 'US9800606B1', 'US9076004B1', 'US9529990B2', 'US8904503B2', 'US10032033B2', 'US9258122B1', 'US9736178B1']","
The disclosed computer-implemented method for detecting credential theft may include (i) monitoring a secured computing system's credential store that may include at least one sensitive credential that may be used to facilitate authentication of a user that is attempting to access the secured computing system, (ii) gathering, while monitoring the credential store, primary evidence of an attempted theft of the sensitive credential from the credential store, (iii) gathering corroborating evidence of the attempted theft of the sensitive credential, and (iv) performing a security action in response to gathering the primary evidence and the corroborating evidence of the attempted theft. The primary evidence of the attempted theft of the sensitive credential may include evidence of any suspicious access of the sensitive credential from the credential store that occurs outside of a procedure of authenticating the user. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2018,"
the disclosed computer-implemented method for detecting credential theft may include (i) monitoring a secured computing system's credential store that may include at least one sensitive credential that may be used to facilitate authentication of a user that is attempting to access the secured computing system (ii) gathering while monitoring the credential store primary evidence of an attempted theft of the sensitive credential from the credential store (iii) gathering corroborating evidence of the attempted theft of the sensitive credential and (iv) performing a security action in response to gathering the primary evidence and the corroborating evidence of the attempted theft the primary evidence of the attempted theft of the sensitive credential may include evidence of any suspicious access of the sensitive credential from the credential store that occurs outside of a procedure of authenticating the user various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US9122869B1,8336,Systems and methods for detecting client types ,2015-09-01,"['US9148441B1', 'US9846772B1', 'US10073864B1', 'EP3362938B1', 'US9729579B1', 'US8806625B1', 'US9166997B1', 'US9171154B2', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'JP6471233B2', 'US9800606B1', 'EP2896169B1', 'US9781143B1', 'US9529990B2', 'US8756432B1', 'JP6101408B2', 'EP3087531B1', 'US9736178B1']","
A computer-implemented method for detecting client types may include identifying a communication from a client system transmitted according to a network protocol, analyzing the communication to determine at least one protocol implementation characteristic that describes how the client system implemented the network protocol in the communication, submitting the protocol implementation characteristic to a protocol implementation database that correlates client types with protocol implementation characteristics and receiving, in response to submitting the protocol implementation characteristic, a client type of the client system. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2015,"
a computer-implemented method for detecting client types may include identifying a communication from a client system transmitted according to a network protocol analyzing the communication to determine at least one protocol implementation characteristic that describes how the client system implemented the network protocol in the communication submitting the protocol implementation characteristic to a protocol implementation database that correlates client types with protocol implementation characteristics and receiving in response to submitting the protocol implementation characteristic a client type of the client system various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,0.0,9.0
US10270744B2,9,Behavior analysis based DNS tunneling detection and classification framework for network security ,2019-04-23,"['US20190385167A1', 'US9560072B1', 'JP6006788B2', 'US10218740B1', 'US9369479B2', 'US10728263B1', 'US10200384B1', 'US10721243B2', 'US9531738B2', 'US9838407B1', 'US10469514B2', 'US20200287925A1']","
New and improved techniques for a behavior analysis based DNS tunneling detection and classification framework for network security are disclosed. In some embodiments, a platform implementing an analytics framework for DNS security is provided for facilitating DNS tunneling detection. For example, an online platform can implement an analytics framework for DNS security based on passive DNS traffic analysis.
",H04,2019,"
new and improved techniques for a behavior analysis based dns tunneling detection and classification framework for network security are disclosed in some embodiments a platform implementing an analytics framework for dns security is provided for facilitating dns tunneling detection for example an online platform can implement an analytics framework for dns security based on passive dns traffic analysis
",5,H04_5,2,2.0,4.0,4.0
US9779236B2,52,Risk assessment modeling ,2017-10-03,"['CN105378790B', 'US9680868B2', 'US20180160309A1', 'US9160766B2', 'US20190364019A1', 'US10862901B2', 'US9703962B2', 'US10735432B2', 'US10042999B2', 'EP3195560B1', 'US10440016B2', 'US9529990B2', 'EP3065367B1', 'US10587631B2', 'US20200327212A1', 'US10701094B2', 'US10742676B2', 'US10063584B1']","
One or more techniques and/or systems are provided for risk assessment. Historical authentication data and/or compromised user account data may be evaluated to identify a set of authentication context properties associated with user authentication sessions and/or a set of malicious account context properties associated with compromised user accounts (e.g., properties indicative of whether a user recently visited a malicious site, created a fake social network profile, logged in from unknown locations, etc.). The set of authentication context properties and/or the set of malicious account context properties may be annotated to create an annotated context property training set that may be used to train a risk assessment machine learning model to generate a risk assessment model. The risk assessment model may be used to evaluate user context properties of a user account event to generate a risk analysis metric indicative of a likelihood the user account event is malicious or safe.
",G06,2017,"
one or more techniques and/or systems are provided for risk assessment historical authentication data and/or compromised user account data may be evaluated to identify a set of authentication context properties associated with user authentication sessions and/or a set of malicious account context properties associated with compromised user accounts (eg properties indicative of whether a user recently visited a malicious site created a fake social network profile logged in from unknown locations etc) the set of authentication context properties and/or the set of malicious account context properties may be annotated to create an annotated context property training set that may be used to train a risk assessment machine learning model to generate a risk assessment model the risk assessment model may be used to evaluate user context properties of a user account event to generate a risk analysis metric indicative of a likelihood the user account event is malicious or safe
",5,G06_5,2,5.0,21.0,4.0
US20190364019A1,85,Evaluating and modifying countermeasures based on aggregate transaction status ,2019-11-28,"['US10454955B2', 'US10412111B2', 'US10042999B2', 'US20180191754A1', 'US9832213B2', 'US10567419B2', 'US9703953B2', 'US7934253B2', 'US10628582B2', 'US10530796B2', 'US10848517B1', 'US10708287B2', 'US10701094B2', 'CN106716958B', 'US9536071B2', 'US10333924B2', 'US9942250B2', 'US20190260784A1', 'US20190140835A1', 'EP2892197B1', 'US9015846B2']","
Techniques are provided for evaluating and modifying countermeasures based on aggregate transaction status. A first expression pattern is determined that occurs in each of first response messages served by the web server system in response to successful transactions of the transaction type. A second expression pattern is determined that occurs in each of second response messages served by the web server system in response to non-successful transactions of the transaction type requested. Aa status is determined for each of a plurality of transactions of the transaction type based on matching the first expression pattern or the second expression pattern to response messages served by the web server system. Aggregate status information for the transaction type based on the status for the set of operations is updated. Based on a change in the aggregate status information, a set of one or more security countermeasures is updated.
",H04,2019,"
techniques are provided for evaluating and modifying countermeasures based on aggregate transaction status a first expression pattern is determined that occurs in each of first response messages served by the web server system in response to successful transactions of the transaction type a second expression pattern is determined that occurs in each of second response messages served by the web server system in response to non-successful transactions of the transaction type requested aa status is determined for each of a plurality of transactions of the transaction type based on matching the first expression pattern or the second expression pattern to response messages served by the web server system aggregate status information for the transaction type based on the status for the set of operations is updated based on a change in the aggregate status information a set of one or more security countermeasures is updated
",5,H04_5,2,0.0,21.0,4.0
US9043905B1,153,System and method for insider threat detection ,2015-05-26,"['EP3107026B1', 'EP2882159B1', 'US10419466B2', 'AU2017254815B2', 'US10728263B1', 'US10268821B2', 'US9336388B2', 'US20190260780A1', 'US10789367B2']","
Described is a system for detecting insider threats in a network. In detecting the insider threat, the system receives data from the network relevant to network activity and extracts observable actions from the data relevant to a mission. The observable actions are combined to provide contextual cues and reasoning results. Based on the observable actions and reasoning results, proposed security policy updates are proposed to force insiders into using more observable actions. Finally, the system detects potential insider threats through analyzing the observable actions and reasoning results.
",H04,2015,"
described is a system for detecting insider threats in a network in detecting the insider threat the system receives data from the network relevant to network activity and extracts observable actions from the data relevant to a mission the observable actions are combined to provide contextual cues and reasoning results based on the observable actions and reasoning results proposed security policy updates are proposed to force insiders into using more observable actions finally the system detects potential insider threats through analyzing the observable actions and reasoning results
",5,H04_5,2,11.0,21.0,4.0
US20180041537A1,154,Identifying and remediating phishing security weaknesses ,2018-02-08,"['US10447708B2', 'US20190068649A1', 'US9940454B2', 'US10778725B2', 'US10516682B2', 'US10516531B2', 'US10298609B2', 'US20180278649A1', 'US9642008B2', 'US10623435B2', 'US9501666B2', 'GB2564589B', 'US10382459B2', 'US10673873B2', 'US10558800B2', 'US10270769B2', 'US9740859B2', 'US10122747B2', 'US9753796B2', 'US9516062B2', 'US10817602B2', 'US10515211B2']","
A threat management facility generates a simulated phishing threat based on one or more characteristics of a network user. Based on whether the user fails to respond appropriately to the simulated phishing threat, the threat management facility may implement one or more prophylactic measures to remediate the security weakness exposed by the user's failure to respond appropriately to the simulated phishing threat. For example, a security policy for an endpoint associated with the user may be adjusted to address the security weakness. Additionally, or alternatively, the user may be enrolled in training directed at reducing the likelihood that the user will be the victim of an actual phishing attack in the future.
",H04,2018,"
a threat management facility generates a simulated phishing threat based on one or more characteristics of a network user based on whether the user fails to respond appropriately to the simulated phishing threat the threat management facility may implement one or more prophylactic measures to remediate the security weakness exposed by the user's failure to respond appropriately to the simulated phishing threat for example a security policy for an endpoint associated with the user may be adjusted to address the security weakness additionally or alternatively the user may be enrolled in training directed at reducing the likelihood that the user will be the victim of an actual phishing attack in the future
",5,H04_5,2,9.0,29.0,4.0
