code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,LCcore
US9659176B1,4812,Systems and methods for generating repair scripts that facilitate remediation of malware side-effects ,2017-05-23,"['US9100426B1', 'US9148441B1', 'US9998480B1', 'US10073864B1', 'US9948663B1', 'US9300693B1', 'US9438560B2', 'US9729579B1', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'JP6335315B2', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'US9582669B1', 'US9800606B1', 'US9529990B2', 'US8756432B1', 'US8561193B1', 'JP6122555B2', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for generating repair scripts that facilitate remediation of malware side-effects may include (1) identifying a potentially malicious file located on a computing system, (2) determining at least one potential side-effect of the potentially malicious file, (3) generating, based at least in part on the potential side-effect of the potentially malicious file, a repair script that facilitates remediation of the potential side-effect, and then (4) remedying the potential side-effect by directing the computing system to execute the repair script. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2017,"
the disclosed computer-implemented method for generating repair scripts that facilitate remediation of malware side-effects may include (1) identifying a potentially malicious file located on a computing system (2) determining at least one potential side-effect of the potentially malicious file (3) generating based at least in part on the potential side-effect of the potentially malicious file a repair script that facilitates remediation of the potential side-effect and then (4) remedying the potential side-effect by directing the computing system to execute the repair script various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10430442B2,4891,Systems and methods for automated classification of application network activity ,2019-10-01,"['US9116768B1', 'US9148441B1', 'US9141790B2', 'US9998480B1', 'US10073864B1', 'US9166997B1', 'US9171154B2', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US9401925B1', 'US9852289B1', 'US9256739B1', 'US9961105B2', 'US9800606B1', 'EP2896169B1', 'US9529990B2', 'US8756432B1', 'US8612594B1', 'US10331879B1', 'US9100440B1', 'JP6314267B2', 'EP3087531B1', 'US9736178B1', 'EP3584735A1']","
The disclosed computer-implemented method for automated classification of application network activity may include (1) building a lexicon dictionary that comprises lexical keywords, wherein network streams whose headers contain a given lexical keyword represent communications of an activity type that is associated with the given lexical keyword in the lexicon dictionary, (2) identifying, at a network vantage point, a network stream that represents a communication between an application and a server, (3) extracting, through a lexical analysis that utilizes the lexicon dictionary, a set of keywords from one or more header fields of the network stream, and (4) classifying the network stream based on activity types associated with each keyword in the set of keywords that were extracted from the header fields of the network stream. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for automated classification of application network activity may include (1) building a lexicon dictionary that comprises lexical keywords wherein network streams whose headers contain a given lexical keyword represent communications of an activity type that is associated with the given lexical keyword in the lexicon dictionary (2) identifying at a network vantage point a network stream that represents a communication between an application and a server (3) extracting through a lexical analysis that utilizes the lexicon dictionary a set of keywords from one or more header fields of the network stream and (4) classifying the network stream based on activity types associated with each keyword in the set of keywords that were extracted from the header fields of the network stream various other methods systems and computer-readable media are also disclosed
",0,G06_0,2,10.0,15.0
US10114947B1,5524,Systems and methods for logging processes within containers ,2018-10-30,"['US9148441B1', 'US9141790B2', 'US9998480B1', 'US9838405B1', 'CA2964301C', 'US10073864B1', 'CA2989160C', 'EP3262815B1', 'US9729579B1', 'US8806625B1', 'US9245123B1', 'US9166997B1', 'JP6689992B2', 'US9223966B1', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'US9800606B1', 'EP2896169B1', 'US9529990B2', 'US8904503B2', 'US10331879B1', 'US9906548B2']","
The disclosed computer-implemented method for logging processes within containers may include (i) detecting creation of a new container that comprises a lightweight platform-independent filesystem capable of executing at least one process that is isolated from a host computing device that hosts the container, (ii) launching, within the new container, a monitoring process that maintains a log of events associated with a process that will be executing within the new container, (iii) recording to the log, by the monitoring process, data about at least one event associated with the process executing within the container, and (iv) exporting, by the monitoring process, the log to the host computing device that hosts the new container. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2018,"
the disclosed computer-implemented method for logging processes within containers may include (i) detecting creation of a new container that comprises a lightweight platform-independent filesystem capable of executing at least one process that is isolated from a host computing device that hosts the container (ii) launching within the new container a monitoring process that maintains a log of events associated with a process that will be executing within the new container (iii) recording to the log by the monitoring process data about at least one event associated with the process executing within the container and (iv) exporting by the monitoring process the log to the host computing device that hosts the new container various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10318742B1,5587,Systems and methods for evaluating security software configurations ,2019-06-11,"['US9100426B1', 'US9116768B1', 'US9148441B1', 'US9141790B2', 'US9998480B1', 'US10073864B1', 'US9948663B1', 'US9300693B1', 'US9166997B1', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US9401925B1', 'US9336384B2', 'US9256739B1', 'EP3374922B1', 'EP3241331B1', 'US9800606B1', 'US9529990B2', 'US10331879B1', 'EP3207487B1', 'JP6122555B2', 'JP6205062B2', 'US9514309B1', 'US9736178B1']","
The disclosed computer-implemented method for evaluating security software configurations may include (1) identifying, within a software security system, a live configuration that includes active configuration settings applied by the software security system when protecting a computing system, (2) establishing a test configuration that includes at least one configuration setting that is different from the live configuration, (3) recording a live result of the software security system performing a protective action using the live configuration, (4) generating an alternate result of the protective action by performing the protective action using the test configuration instead of the live configuration and without applying changes resulting from the protective action to the computing system, and (5) performing a security action based on the live result of the protective action and the alternate result of the protective action. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for evaluating security software configurations may include (1) identifying within a software security system a live configuration that includes active configuration settings applied by the software security system when protecting a computing system (2) establishing a test configuration that includes at least one configuration setting that is different from the live configuration (3) recording a live result of the software security system performing a protective action using the live configuration (4) generating an alternate result of the protective action by performing the protective action using the test configuration instead of the live configuration and without applying changes resulting from the protective action to the computing system and (5) performing a security action based on the live result of the protective action and the alternate result of the protective action various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10284587B1,5943,Systems and methods for responding to electronic security incidents ,2019-05-07,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US9300693B1', 'CA2989160C', 'US9729579B1', 'US9407664B1', 'CA2895265C', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US9401925B1', 'JP6335315B2', 'US8739284B1', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'EP3241331B1', 'US9800606B1', 'US9781143B1', 'US9529990B2', 'JP6101408B2', 'EP3207487B1', 'US9736178B1']","
The disclosed computer-implemented method for responding to electronic security incidents may include (i) identifying a plurality of security incidents that each occurred within a computing environment and call for a security response, (ii) establishing relationships among the plurality of security incidents by, for each security incident, (a) calculating a feature vector indicating at least one feature of the security incident, (b) using the feature vector to calculate a degree of similarity between the security incident and an additional security and (c) creating an association between the security incident and the additional security incident that reflects the degree of similarity between the security incident and the additional security incident, and (iii) triggering, based on the relationships among the plurality of security incidents, a security action that responds to at least the security incident and the additional security incident. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2019,"
the disclosed computer-implemented method for responding to electronic security incidents may include (i) identifying a plurality of security incidents that each occurred within a computing environment and call for a security response (ii) establishing relationships among the plurality of security incidents by for each security incident (a) calculating a feature vector indicating at least one feature of the security incident (b) using the feature vector to calculate a degree of similarity between the security incident and an additional security and (c) creating an association between the security incident and the additional security incident that reflects the degree of similarity between the security incident and the additional security incident and (iii) triggering based on the relationships among the plurality of security incidents a security action that responds to at least the security incident and the additional security incident various other methods systems and computer-readable media are also disclosed
",5,H04_5,2,10.0,15.0
US9398042B1,5994,Systems and methods for capturing input from users to prevent data loss ,2016-07-19,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9800560B1', 'US9998480B1', 'US9838405B1', 'US9330273B2', 'US10073864B1', 'US9300693B1', 'US9729579B1', 'US8806625B1', 'US9245123B1', 'US9166997B1', 'EP3039609B1', 'JP6689992B2', 'JP6335315B2', 'US9223966B1', 'US9336384B2', 'US9852289B1', 'EP3374922B1', 'EP3241331B1', 'US9800606B1', 'JP6101408B2', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for capturing input from users to prevent data loss may include (1) intercepting, as part of a data-loss-prevention application, user input intended for a data-processing application that would, if received by the data-processing application, cause the data-processing application to perform an operation on data that may violate a data-loss-prevention policy, (2) upon intercepting the user input, causing the data-processing application to perform an alternative operation on the data that makes the data accessible to the data-loss-prevention application, (3) scanning, while the data-processing application is prevented from performing the operation, the data for compliance with the data-loss-prevention policy, (4) determining, based on a result of the scanning, that the data complies with the data-loss-prevention policy, and (5) causing, in response to determining that the data complies with the data-loss-prevention policy, the data-processing application to perform the operation. Various other methods, systems, and computer-readable media are also disclosed.
",H04,2016,"
the disclosed computer-implemented method for capturing input from users to prevent data loss may include (1) intercepting as part of a data-loss-prevention application user input intended for a data-processing application that would if received by the data-processing application cause the data-processing application to perform an operation on data that may violate a data-loss-prevention policy (2) upon intercepting the user input causing the data-processing application to perform an alternative operation on the data that makes the data accessible to the data-loss-prevention application (3) scanning while the data-processing application is prevented from performing the operation the data for compliance with the data-loss-prevention policy (4) determining based on a result of the scanning that the data complies with the data-loss-prevention policy and (5) causing in response to determining that the data complies with the data-loss-prevention policy the data-processing application to perform the operation various other methods systems and computer-readable media are also disclosed
",4,H04_4,2,10.0,15.0
US10803188B1,7214,Systems and methods for preventing sensitive data sharing ,2020-10-13,"['US9246944B1', 'US9116768B1', 'US9998480B1', 'US9838405B1', 'JP6560368B2', 'CA2964301C', 'US9846772B1', 'US10073864B1', 'US9300693B1', 'US9729579B1', 'US9166997B1', 'JP2017507414A', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US9294284B1', 'US9852289B1', 'EP2316092B1', 'US8281410B1', 'US9529990B2', 'JP6101408B2', 'US10331879B1', 'US9043922B1', 'JP6205062B2', 'US9736178B1']","
The disclosed computer-implemented method for preventing sensitive data sharing may include a computing device determining that a content item is to be shared with an application. The content idem may be intercepted before the content item is shared with the application. The data of the content item may be analyzed. In response to analyzing the data of the content item, a security action may be performed to protect the computing device from computer malware or prevent sharing of sensitive data of the computing device. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2020,"
the disclosed computer-implemented method for preventing sensitive data sharing may include a computing device determining that a content item is to be shared with an application the content idem may be intercepted before the content item is shared with the application the data of the content item may be analyzed in response to analyzing the data of the content item a security action may be performed to protect the computing device from computer malware or prevent sharing of sensitive data of the computing device various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10262135B1,7574,Systems and methods for detecting and addressing suspicious file restore activities ,2019-04-16,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US9418222B1', 'US9846772B1', 'US10073864B1', 'US9300693B1', 'US9407664B1', 'US9166997B1', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'US9800606B1', 'EP2316092B1', 'US9639693B2', 'US9781143B1', 'US9529990B2', 'AU2015374078B2', 'EP3207487B1', 'EP3087531B1', 'US9736178B1']","
The disclosed computer-implemented method for detecting and addressing suspicious file restore activities may include (i) detecting a restore activity during which files are restored to a client device from a previously stored backup of the files, (ii) determining that a total number of the files restored during the restore activity exceeds a threshold number, and (iii) performing, based on the total number of the files exceeding the threshold number, a security action to protect the client device from a malicious threat associated with the restore activity. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for detecting and addressing suspicious file restore activities may include (i) detecting a restore activity during which files are restored to a client device from a previously stored backup of the files (ii) determining that a total number of the files restored during the restore activity exceeds a threshold number and (iii) performing based on the total number of the files exceeding the threshold number a security action to protect the client device from a malicious threat associated with the restore activity various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10073968B1,7746,Systems and methods for classifying files ,2018-09-11,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US10073864B1', 'US9948663B1', 'US9300693B1', 'US9160766B2', 'US9729579B1', 'US9171154B2', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9256739B1', 'EP3374922B1', 'US9800606B1', 'AU2013371346B2', 'US8281410B1', 'US9529990B2', 'JP6101408B2', 'EP3207487B1', 'JP6122555B2', 'US9514309B1', 'US9736178B1']","
The disclosed computer-implemented method for classifying files may include (i) identifying a point in time before which there is a non-zero probability that at least one file within a group of files has been classified by a security system, (ii) identifying, within the group of files, a file with a timestamp that indicates the file was created or modified before the point in time, (iii) assign, based on the timestamp of the file, a classification to the file that indicates the file is not trusted, and (iv) perform, by the security system, a security action based on the classification of the file. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2018,"
the disclosed computer-implemented method for classifying files may include (i) identifying a point in time before which there is a non-zero probability that at least one file within a group of files has been classified by a security system (ii) identifying within the group of files a file with a timestamp that indicates the file was created or modified before the point in time (iii) assign based on the timestamp of the file a classification to the file that indicates the file is not trusted and (iv) perform by the security system a security action based on the classification of the file various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10437994B1,7756,Systems and methods for determining the reputations of unknown files ,2019-10-08,"['US8627469B1', 'US9116768B1', 'JP5978383B2', 'US9998480B1', 'US9838405B1', 'CA2964301C', 'US10073864B1', 'US9300693B1', 'CA2989160C', 'US9160766B2', 'US9729579B1', 'US9171154B2', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9852289B1', 'EP3374922B1', 'US9800606B1', 'US9529990B2', 'EP3567504B1', 'US8756432B1', 'JP6166839B2', 'US10331879B1', 'US9736178B1']","
The disclosed computer-implemented method for determining the reputations of unknown files may include (1) identifying a file that was downloaded by the computing device from an external file host, (2) creating a node that represents the file in a dynamic file relationship graph, (3) connecting the node in the dynamic file relationship graph with at least one other node that represents an attribute of the external file host, and (4) labeling the node with a reputation score calculated based at least in part on a reputation score of the at least one other node that represents the attribute of the external file host. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2019,"
the disclosed computer-implemented method for determining the reputations of unknown files may include (1) identifying a file that was downloaded by the computing device from an external file host (2) creating a node that represents the file in a dynamic file relationship graph (3) connecting the node in the dynamic file relationship graph with at least one other node that represents an attribute of the external file host and (4) labeling the node with a reputation score calculated based at least in part on a reputation score of the at least one other node that represents the attribute of the external file host various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10592662B1,8026,Systems and methods for altering time data ,2020-03-17,"['US10372919B1', 'US9116768B1', 'US9148441B1', 'US9141790B2', 'US9998480B1', 'CA2964301C', 'JP2016515748A', 'US9729579B1', 'US8806625B1', 'US9166997B1', 'US9407664B1', 'US9571509B1', 'JP6689992B2', 'US9223966B1', 'JP6335315B2', 'US9852289B1', 'US9256739B1', 'US9679160B1', 'US9800606B1', 'EP2316092B1', 'US9529990B2', 'US10331879B1', 'US10671724B2', 'EP3087531B1', 'US9736178B1']","
The disclosed computer-implemented method for altering time data may include (i) identifying an untrusted executable that is capable of making queries to an operating system of the computing device, (ii) intercepting a request by the untrusted executable to query a system clock of the operating system of the computing device for a current time, (iii) calculating an offset value for the current time that is within a predetermined margin of the current time, and (iv) providing, in response to the request, the untrusted executable with the offset value for the current time instead of the current time. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2020,"
the disclosed computer-implemented method for altering time data may include (i) identifying an untrusted executable that is capable of making queries to an operating system of the computing device (ii) intercepting a request by the untrusted executable to query a system clock of the operating system of the computing device for a current time (iii) calculating an offset value for the current time that is within a predetermined margin of the current time and (iv) providing in response to the request the untrusted executable with the offset value for the current time instead of the current time various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10162962B1,8155,Systems and methods for detecting credential theft ,2018-12-25,"['US9246944B1', 'US9116768B1', 'US9148441B1', 'US9998480B1', 'US9838405B1', 'US9846772B1', 'US9160766B2', 'US9407664B1', 'US8806625B1', 'US9166997B1', 'US9680849B2', 'US9794270B2', 'US9154466B2', 'US8739284B1', 'US9852289B1', 'US9256739B1', 'EP3241331B1', 'US9800606B1', 'US9076004B1', 'US9529990B2', 'US8904503B2', 'US10032033B2', 'US9258122B1', 'US9736178B1']","
The disclosed computer-implemented method for detecting credential theft may include (i) monitoring a secured computing system's credential store that may include at least one sensitive credential that may be used to facilitate authentication of a user that is attempting to access the secured computing system, (ii) gathering, while monitoring the credential store, primary evidence of an attempted theft of the sensitive credential from the credential store, (iii) gathering corroborating evidence of the attempted theft of the sensitive credential, and (iv) performing a security action in response to gathering the primary evidence and the corroborating evidence of the attempted theft. The primary evidence of the attempted theft of the sensitive credential may include evidence of any suspicious access of the sensitive credential from the credential store that occurs outside of a procedure of authenticating the user. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2018,"
the disclosed computer-implemented method for detecting credential theft may include (i) monitoring a secured computing system's credential store that may include at least one sensitive credential that may be used to facilitate authentication of a user that is attempting to access the secured computing system (ii) gathering while monitoring the credential store primary evidence of an attempted theft of the sensitive credential from the credential store (iii) gathering corroborating evidence of the attempted theft of the sensitive credential and (iv) performing a security action in response to gathering the primary evidence and the corroborating evidence of the attempted theft the primary evidence of the attempted theft of the sensitive credential may include evidence of any suspicious access of the sensitive credential from the credential store that occurs outside of a procedure of authenticating the user various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US9122869B1,8336,Systems and methods for detecting client types ,2015-09-01,"['US9148441B1', 'US9846772B1', 'US10073864B1', 'EP3362938B1', 'US9729579B1', 'US8806625B1', 'US9166997B1', 'US9171154B2', 'CA2895265C', 'JP6689992B2', 'US9223966B1', 'US8739284B1', 'US9336384B2', 'US9852289B1', 'US9256739B1', 'EP3374922B1', 'JP6471233B2', 'US9800606B1', 'EP2896169B1', 'US9781143B1', 'US9529990B2', 'US8756432B1', 'JP6101408B2', 'EP3087531B1', 'US9736178B1']","
A computer-implemented method for detecting client types may include identifying a communication from a client system transmitted according to a network protocol, analyzing the communication to determine at least one protocol implementation characteristic that describes how the client system implemented the network protocol in the communication, submitting the protocol implementation characteristic to a protocol implementation database that correlates client types with protocol implementation characteristics and receiving, in response to submitting the protocol implementation characteristic, a client type of the client system. Various other methods, systems, and computer-readable media are also disclosed.
",G06,2015,"
a computer-implemented method for detecting client types may include identifying a communication from a client system transmitted according to a network protocol analyzing the communication to determine at least one protocol implementation characteristic that describes how the client system implemented the network protocol in the communication submitting the protocol implementation characteristic to a protocol implementation database that correlates client types with protocol implementation characteristics and receiving in response to submitting the protocol implementation characteristic a client type of the client system various other methods systems and computer-readable media are also disclosed
",4,G06_4,2,10.0,15.0
US10789367B2,66,Pre-cognitive security information and event management ,2020-09-29,"['US10091218B2', 'US20170230391A1', 'EP3107026B1', 'US9807109B2', 'US20190260804A1', 'EP2828753B1', 'US10305921B2', 'US9043905B1']","
According to an example, pre-cognitive SIEM may include using trained classifiers to detect an anomaly in input events, and generating a predictive attack graph based on the detected anomaly in the input events. The predictive attack graph may provide an indication of different paths that can be taken from an asset that is related to the detected anomaly to compromise other selected assets in a network of the asset, and the other selected assets may be selected based on a ranking criterion and a complexity criterion. A rank list and a complexity list may be generated. The rank list, the complexity list, a depth of the predictive attack graph, and a weighted value may be used to generate a score that provides an indication of a number of assets that can be compromised and a difficulty of exploiting vulnerabilities related to services of the assets that can be compromised.
",G06,2020,"
according to an example pre-cognitive siem may include using trained classifiers to detect an anomaly in input events and generating a predictive attack graph based on the detected anomaly in the input events the predictive attack graph may provide an indication of different paths that can be taken from an asset that is related to the detected anomaly to compromise other selected assets in a network of the asset and the other selected assets may be selected based on a ranking criterion and a complexity criterion a rank list and a complexity list may be generated the rank list the complexity list a depth of the predictive attack graph and a weighted value may be used to generate a score that provides an indication of a number of assets that can be compromised and a difficulty of exploiting vulnerabilities related to services of the assets that can be compromised
",0,G06_0,2,11.0,3.0
US9043905B1,153,System and method for insider threat detection ,2015-05-26,"['EP3107026B1', 'EP2882159B1', 'US10419466B2', 'AU2017254815B2', 'US10728263B1', 'US10268821B2', 'US9336388B2', 'US20190260780A1', 'US10789367B2']","
Described is a system for detecting insider threats in a network. In detecting the insider threat, the system receives data from the network relevant to network activity and extracts observable actions from the data relevant to a mission. The observable actions are combined to provide contextual cues and reasoning results. Based on the observable actions and reasoning results, proposed security policy updates are proposed to force insiders into using more observable actions. Finally, the system detects potential insider threats through analyzing the observable actions and reasoning results.
",H04,2015,"
described is a system for detecting insider threats in a network in detecting the insider threat the system receives data from the network relevant to network activity and extracts observable actions from the data relevant to a mission the observable actions are combined to provide contextual cues and reasoning results based on the observable actions and reasoning results proposed security policy updates are proposed to force insiders into using more observable actions finally the system detects potential insider threats through analyzing the observable actions and reasoning results
",5,H04_5,2,11.0,3.0
US8793790B2,171,System and method for insider threat detection ,2014-07-29,"['US10587640B2', 'EP3107026B1', 'US9807109B2', 'EP3343868B1', 'EP3528458B1']","
A system and method include obtaining data related to accessing cyber assets and accessing physical assets from a combined cyber access and physical access control system that protects cyber and physical assets of an organization from both authorized and unauthorized access with malicious intent. The system and method compare the data to known patterns of expected behavior, and identify patterns of suspicious behavior as a function of comparing the data to the patterns of expected behavior. The comparison is utilized to identify potentially malicious insider behavior toward the cyber and physical assets.
",G06,2014,"
a system and method include obtaining data related to accessing cyber assets and accessing physical assets from a combined cyber access and physical access control system that protects cyber and physical assets of an organization from both authorized and unauthorized access with malicious intent the system and method compare the data to known patterns of expected behavior and identify patterns of suspicious behavior as a function of comparing the data to the patterns of expected behavior the comparison is utilized to identify potentially malicious insider behavior toward the cyber and physical assets
",5,G06_5,2,11.0,3.0
US9807109B2,172,Profiling cyber threats detected in a target environment and automatically generating one or more rule bases for an expert system usable to profile cyber threats detected in a target environment ,2017-10-31,"['US7784099B2', 'US8997236B2', 'US9043905B1', 'EP3528458B1']","
A computer implemented method of profiling cyber threats detected in a target environment, comprising: receiving, from a Security Information and Event Manager (SIEM) monitoring the target environment, alerts triggered by a detected potential cyber threat, and, for each alert: retrieving captured packet data related to the alert; extracting data pertaining to a set of attributes from captured packet data triggering the alert; applying fuzzy logic to data pertaining to one or more of the attributes to determine values for one or more output variables indicative of a level of an aspect of risk attributable to the cyber threat.
",H04,2017,"
a computer implemented method of profiling cyber threats detected in a target environment comprising: receiving from a security information and event manager (siem) monitoring the target environment alerts triggered by a detected potential cyber threat and for each alert: retrieving captured packet data related to the alert; extracting data pertaining to a set of attributes from captured packet data triggering the alert; applying fuzzy logic to data pertaining to one or more of the attributes to determine values for one or more output variables indicative of a level of an aspect of risk attributable to the cyber threat
",5,H04_5,2,11.0,3.0
US20190089722A1,393,Intrusion detection via semantic fuzzing and message provenance ,2019-03-21,"['US9886583B2', 'US20170078317A1', 'US9998487B2', 'US20170359366A1', 'US20170093910A1', 'JP6302283B2', 'US20190260770A1', 'US20170289191A1', 'US9781141B2']","
Intrusion detection systems and methods monitor legal control messages in an operational control system to detect subtly malicious sequences of control messages with undesirable emergent effects on devices in the operational control system. A message provenance component may investigate system-level correlations between messages rather than detecting if individual messages are anomalous. A semantic fuzzing component may search, based on the operational effect of candidate message sequences, the space of legal messages for sequences that cause actual harm. Behavior oracles may be used to test message sequences to identify sequences that induce drift towards a failure state. The intrusion detection system is able to prevent harm and disruption arising from control messages that individually appear legitimate and benign but that, in combination with other messages, can cause undesirable outcomes.
",H04,2019,"
intrusion detection systems and methods monitor legal control messages in an operational control system to detect subtly malicious sequences of control messages with undesirable emergent effects on devices in the operational control system a message provenance component may investigate system-level correlations between messages rather than detecting if individual messages are anomalous a semantic fuzzing component may search based on the operational effect of candidate message sequences the space of legal messages for sequences that cause actual harm behavior oracles may be used to test message sequences to identify sequences that induce drift towards a failure state the intrusion detection system is able to prevent harm and disruption arising from control messages that individually appear legitimate and benign but that in combination with other messages can cause undesirable outcomes
",0,H04_0,2,11.0,3.0
US9886583B2,394,"Systems, methods, and apparatus to enhance the integrity assessment when using power fingerprinting systems for computer-based systems ",2018-02-06,"['CN105229612B', 'US9584543B2', 'US8418247B2', 'US20140259095A1', 'CN101473333B', 'CN100386740C', 'JP6334069B2', 'US9853994B2', 'US10366231B1']","
A power fingerprinting system is adopted for assessing integrity of a target computer-based system. In one implementation, the power fingerprinting system may receive, at a first module, side-channel information of a first target component of a system, the first module being collocated with the first target component; obtain a power fingerprint for the first target component based on the side-channel information for the first target component, the power fingerprint for the first target component representing a plurality of execution statuses of the first target component; receive, at a second module, side-channel information of a second target component of the system, the second module being collocated with the second target component, the power fingerprint for the second target component representing a plurality of execution statuses of the second target component; and obtain a power fingerprint for the second target component based on the side-channel information for the second target component.
",G06,2018,"
a power fingerprinting system is adopted for assessing integrity of a target computer-based system in one implementation the power fingerprinting system may receive at a first module side-channel information of a first target component of a system the first module being collocated with the first target component; obtain a power fingerprint for the first target component based on the side-channel information for the first target component the power fingerprint for the first target component representing a plurality of execution statuses of the first target component; receive at a second module side-channel information of a second target component of the system the second module being collocated with the second target component the power fingerprint for the second target component representing a plurality of execution statuses of the second target component; and obtain a power fingerprint for the second target component based on the side-channel information for the second target component
",3,G06_3,2,11.0,3.0
US20170093910A1,395,Dynamic security mechanisms ,2017-03-30,"['US20190251260A1', 'US9769204B2', 'US9609019B2', 'US20200344257A1', 'US8949931B2', 'US9838426B2', 'US10574685B2', 'US10462188B2', 'EP3528458B1']","
Provided are systems, methods, and computer-program products for a network device configured to dynamically deploy deception mechanisms to detect threats to a network. In various implementations, the network device can be configured to collect network data from a network, and determine a selection of deceptions mechanisms. The deception mechanisms can represent resources available on the network, and are separate from normal operation of the network. The network device can further determine locations within the network to deploy the deception mechanisms. The network device can further identifying a potential threat to the network. The potential threat may be identified by a deception mechanism. The network device can further determine additional deception mechanisms, and use the additional deception mechanisms to facilitate an action on the network.
",H04,2017,"
provided are systems methods and computer-program products for a network device configured to dynamically deploy deception mechanisms to detect threats to a network in various implementations the network device can be configured to collect network data from a network and determine a selection of deceptions mechanisms the deception mechanisms can represent resources available on the network and are separate from normal operation of the network the network device can further determine locations within the network to deploy the deception mechanisms the network device can further identifying a potential threat to the network the potential threat may be identified by a deception mechanism the network device can further determine additional deception mechanisms and use the additional deception mechanisms to facilitate an action on the network
",5,H04_5,2,11.0,3.0
US20170289191A1,396,Infiltration Detection and Network Rerouting ,2017-10-05,"['US20190260794A1', 'US9769204B2', 'US9832227B2', 'US10326778B2', 'US20190245829A1', 'US9503470B2', 'US10574685B2', 'US10462188B2', 'US10621344B2']","
Provided are methods, network devices, and computer-program products for detecting infiltration of an endpoint, and rerouting network traffic to and from the endpoint when infiltration is detected. In various implementations, a network device on a network can be configured to monitor access to the network device. The network device can further be configured to determine that a condition has occurred. The condition can indicate a suspect access to the network device has occurred. The network device can further be configured to determine a new access protocol for the network device. The network device can further be configured to use the new access protocol to cause communication between the network device and the network to be redirected to a high-interaction network. Redirecting the communication can disable communication between the network device and the network and enables communication between the network device and the high-interaction network.
",H04,2017,"
provided are methods network devices and computer-program products for detecting infiltration of an endpoint and rerouting network traffic to and from the endpoint when infiltration is detected in various implementations a network device on a network can be configured to monitor access to the network device the network device can further be configured to determine that a condition has occurred the condition can indicate a suspect access to the network device has occurred the network device can further be configured to determine a new access protocol for the network device the network device can further be configured to use the new access protocol to cause communication between the network device and the network to be redirected to a high-interaction network redirecting the communication can disable communication between the network device and the network and enables communication between the network device and the high-interaction network
",5,H04_5,2,11.0,3.0
